Exercice,Branche,Code Produit,Désignation Produit,Sous-Branche,Date Survenance,Règlement
2018,Risques Industriels,MI,Multirisques Immeubles,Incendie,07/03/2015,2160.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/06/2014,2160.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,13/03/2016,2160.0
2015,Risques Industriels,RG,RC Générale,Responsabilité Civile,21/04/2015,2280.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,20/05/2023,2160.0
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,09/07/2023,2160.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/01/2020,2160.0
2018,Risques Industriels,MI,Multirisques Immeubles,Incendie,20/02/2018,2160.0
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,27/10/2020,2280.0
2016,Risques Industriels,RG,RC Générale,Responsabilité Civile,06/04/2016,2280.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/04/2019,2160.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/09/2019,2160.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/10/2016,2160.0
2019,Risques Industriels,MH,Multirisques Habitation,Risque simple,03/01/2019,162800.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,08/04/2012,162885.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,02/10/2011,162957.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,17/01/2023,2160.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,05/06/2023,2160.0
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,17/02/2019,2160.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/03/2016,2160.0
2017,Risques Industriels,IM,Incendie Risques Multisites,Incendie,21/02/2017,2160.0
2018,Risques Industriels,MI,Multirisques Immeubles,Incendie,21/11/2018,2160.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/06/2023,2160.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/06/2018,2160.0
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,10/02/2023,2160.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/12/2014,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/02/2021,2160.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/04/2019,2160.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,08/06/2011,163047.17
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/06/2022,2160.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/10/2018,2160.0
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,07/06/2018,2280.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/04/2016,2160.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/09/2013,2160.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/02/2017,2160.0
2015,Risques Industriels,RG,RC Générale,Responsabilité Civile,16/07/2014,2280.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,07/11/2020,2280.0
2017,Risques Industriels,IM,Incendie Risques Multisites,Incendie,02/08/2017,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/12/2020,2160.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,12/07/2022,2280.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,27/01/2013,163200.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/11/2016,2160.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,10/10/2015,2160.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,13/07/2017,2160.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,17/12/2020,2160.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/01/2016,2160.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,20/08/2017,2160.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/12/2018,2160.0
2022,Risques Industriels,BG,Bris De Glaces,Risque simple,07/03/2021,163400.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/06/2022,2160.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,13/06/2022,2160.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,29/10/2018,2160.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/11/2018,2160.0
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,26/12/2018,2160.0
2023,Risques Industriels,RN,Responsabilité Civile Association,Responsabilité Civile,23/12/2022,163500.0
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,02/03/2020,2160.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,02/03/2014,163508.41
2018,Risques Industriels,MH,Multirisques Habitation,Risque simple,23/04/2018,2480.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,06/02/2022,2280.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/04/2020,2160.0
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,16/07/2020,2280.0
2017,Risques Industriels,IM,Incendie Risques Multisites,Incendie,28/02/2017,2160.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/09/2016,2160.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/08/2022,2160.0
2015,Risques Industriels,RG,RC Générale,Responsabilité Civile,14/07/2014,2280.0
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,25/01/2020,2280.0
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,21/10/2018,2280.0
2015,Risques Industriels,RP,RC Professionnelle,Responsabilité Civile,16/03/2004,163796.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/02/2014,2160.0
2018,Risques Industriels,MI,Multirisques Immeubles,Incendie,07/03/2015,2160.0
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,12/02/2018,2160.0
2016,Risques Industriels,IM,Incendie Risques Multisites,Incendie,31/03/2015,2160.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,13/09/2020,2160.0
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,25/10/2016,163850.0
2017,Risques Industriels,VM,Vol De Marchandise,Risque simple,15/11/2016,163889.72
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/12/2017,2160.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,25/09/2021,2160.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/06/2019,2160.0
2017,Risques Industriels,IM,Incendie Risques Multisites,Incendie,08/05/2017,2160.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/12/2017,2160.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,16/04/2021,2279.13
2017,Risques Industriels,VM,Vol De Marchandise,Risque simple,04/01/2014,164052.83
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,27/04/2023,2279.03
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/10/2021,2160.0
2017,Risques Industriels,VM,Vol De Marchandise,Risque simple,02/10/2017,164120.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,15/03/2022,2276.51
2018,Risques Industriels,MI,Multirisques Immeubles,Incendie,20/02/2018,2160.0
2019,Risques Industriels,MI,Multirisques Immeubles,Incendie,30/11/2018,2160.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/07/2015,2160.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/02/2020,2160.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,29/05/2022,2160.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/11/2016,2160.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,17/02/2020,2160.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,13/10/2017,2160.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,11/09/2017,2160.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/04/2017,2160.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,16/03/2018,2160.0
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,10/07/2016,2160.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/02/2015,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/05/2021,2160.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/12/2018,2160.0
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,08/09/2020,2160.0
2017,Risques Industriels,MI,Multirisques Immeubles,Incendie,25/08/2013,2160.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/07/2015,2160.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/10/2017,2160.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,03/12/2012,164531.84
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/02/2014,2160.0
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,06/05/2012,164590.7
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/07/2019,2160.0
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,04/05/2020,2276.43
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/11/2017,2160.0
2016,Risques Industriels,VM,Vol De Marchandise,Risque simple,04/01/2015,164768.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/04/2020,2160.0
2015,Risques Industriels,MI,Multirisques Immeubles,Incendie,31/12/2013,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/08/2021,2160.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/06/2023,2160.0
2018,Risques Industriels,MI,Multirisques Immeubles,Incendie,07/03/2015,2160.0
2018,Risques Industriels,MI,Multirisques Immeubles,Incendie,09/03/2017,2160.0
2014,Risques Industriels,VM,Vol De Marchandise,Risque simple,16/01/2011,164941.32
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,15/06/2021,2275.43
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,06/07/2022,2160.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,02/06/2022,2160.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,05/09/2021,2160.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/09/2022,2160.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,07/05/2017,2160.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/08/2013,2160.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,24/01/2019,2274.67
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,17/06/2015,2160.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/01/2016,2160.0
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,13/05/2023,2160.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/09/2023,2160.0
2022,Risques Industriels,MI,Multirisques Immeubles,Incendie,26/05/2021,2160.0
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,06/01/2018,2160.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,12/06/2022,2274.66
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/10/2014,2160.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/03/2016,2160.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/08/2016,2160.0
2014,Risques Industriels,MI,Multirisques Immeubles,Incendie,08/06/2011,2160.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,22/01/2013,2160.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/12/2015,2160.0
2017,Risques Industriels,VM,Vol De Marchandise,Risque simple,21/03/2013,165113.82
2014,Risques Industriels,VM,Vol De Marchandise,Risque simple,24/06/2012,165191.34
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,09/11/2017,2160.0
2017,Risques Industriels,VM,Vol De Marchandise,Risque simple,03/01/2016,165222.52
2017,Risques Industriels,VM,Vol De Marchandise,Risque simple,28/12/2015,165222.52
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/04/2019,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/09/2021,2160.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/04/2022,2160.0
2017,Risques Industriels,IS,Incendie Risques Simples,Incendie,14/09/2017,165375.0
2023,Risques Industriels,RN,Responsabilité Civile Association,Responsabilité Civile,25/04/2022,165400.0
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,11/06/2018,2160.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,05/12/2020,2272.9
2014,Risques Industriels,RG,RC Générale,Responsabilité Civile,11/02/2014,2272.15
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/09/2019,2160.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,16/10/2023,2160.0
2015,Risques Industriels,MH,Multirisques Habitation,Risque simple,14/11/2015,2480.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/07/2017,2160.0
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,19/03/2018,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,16/04/2021,2160.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/03/2022,2160.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/05/2023,2160.0
2016,Risques Industriels,RG,RC Générale,Responsabilité Civile,28/09/2015,2270.52
2021,Risques Industriels,IS,Incendie Risques Simples,Incendie,28/07/2021,165750.0
2016,Risques Industriels,MH,Multirisques Habitation,Risque simple,01/04/2016,165750.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,13/04/2022,2160.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/03/2020,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/05/2021,2160.0
2016,Risques Industriels,RG,RC Générale,Responsabilité Civile,17/12/2015,2270.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/07/2021,2160.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,27/05/2021,2270.0
2023,Risques Industriels,MP,Multirisques Professionnelles,Risque simple,20/07/2023,165820.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/01/2023,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/02/2021,2160.0
2014,Risques Industriels,RG,RC Générale,Responsabilité Civile,05/01/2014,2270.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,06/05/2021,2160.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,01/09/2013,165993.5
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/07/2020,2160.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,20/07/2023,2160.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/05/2022,2160.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/01/2022,2160.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,10/11/2019,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/02/2021,2160.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/09/2021,2160.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,13/07/2017,2160.0
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,13/12/2020,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,11/01/2021,2160.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,16/10/2021,2160.0
2020,Risques Industriels,VM,Vol De Marchandise,Risque simple,08/08/2010,166180.8
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/03/2015,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/10/2021,2160.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/02/2018,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/11/2020,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/12/2020,2160.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/11/2021,2160.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,13/03/2016,2160.0
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,28/02/2019,2266.73
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/09/2020,2160.0
2017,Risques Industriels,RG,RC Générale,Responsabilité Civile,26/03/2016,2264.71
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,08/12/2018,2260.29
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,17/04/2021,2160.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,07/11/2022,2160.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,20/06/2018,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,20/01/2021,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,22/12/2020,2160.0
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,18/12/2017,166414.25
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/06/2021,2160.0
2023,Risques Industriels,MP,Multirisques Professionnelles,Risque simple,20/08/2023,166500.0
2018,Risques Industriels,RG,RC Générale,Responsabilité Civile,02/10/2018,2260.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,16/10/2022,2160.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/01/2023,2160.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/01/2020,2160.0
2017,Risques Industriels,RG,RC Générale,Responsabilité Civile,20/12/2016,2260.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/06/2022,2160.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,08/12/2012,166702.76
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,01/09/2012,166752.76
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,19/11/2012,166752.76
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,07/01/2022,2160.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/12/2021,2160.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,05/10/2021,2260.0
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,26/02/2013,166856.54
2017,Risques Industriels,BG,Bris De Glaces,Risque simple,02/07/2016,166884.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,07/11/2021,2160.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,09/01/2022,2160.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/07/2020,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/04/2021,2160.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/05/2020,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/02/2021,2160.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/12/2022,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/09/2021,2160.0
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,15/12/2015,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/08/2021,2160.0
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,19/04/2020,2260.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,25/04/2022,2260.0
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,12/11/2018,2260.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,22/09/2022,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/07/2021,2160.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/10/2022,2160.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/04/2022,2160.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,05/12/2022,2160.0
2021,Risques Industriels,MP,Multirisques Professionnelles,Risque simple,15/03/2021,2477.0
2017,Risques Industriels,VM,Vol De Marchandise,Risque simple,23/12/2015,167288.48
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/06/2023,2160.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/09/2021,2160.0
2020,Risques Industriels,VM,Vol De Marchandise,Risque simple,16/04/2018,167351.44
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,17/05/2017,2160.0
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,22/05/2011,167363.1
2017,Risques Industriels,MI,Multirisques Immeubles,Incendie,05/02/2017,2160.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/05/2013,2160.0
2023,Risques Industriels,RN,Responsabilité Civile Association,Responsabilité Civile,14/01/2023,167408.21
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,01/04/2012,167430.44
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/07/2018,2160.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/12/2022,2160.0
2017,Risques Industriels,VM,Vol De Marchandise,Risque simple,09/03/2016,167541.85
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,07/12/2022,2260.0
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,12/11/2020,2160.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/09/2020,2160.0
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,14/11/2018,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/09/2021,2160.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/08/2020,2160.0
2023,Risques Industriels,MP,Multirisques Professionnelles,Risque simple,27/05/2023,167700.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/10/2022,2160.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/03/2020,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/04/2021,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/12/2020,2160.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/12/2015,2160.0
2017,Risques Industriels,VM,Vol De Marchandise,Risque simple,03/01/2012,167894.26
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,26/09/2022,2260.0
2021,Risques Industriels,MH,Multirisques Habitation,Risque simple,07/11/2021,2476.71
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/12/2021,2160.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/05/2022,2160.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,16/11/2020,2160.0
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,08/02/2020,2160.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,29/07/2022,2260.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/11/2015,2160.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,29/03/2022,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,06/12/2020,2160.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/11/2018,2160.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,16/09/2020,2158.75
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,16/03/2015,2158.68
2023,Risques Industriels,MH,Multirisques Habitation,Risque simple,09/07/2023,2470.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/07/2019,2157.11
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,22/10/2017,2156.48
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,26/04/2012,168022.6
2022,Risques Industriels,MH,Multirisques Habitation,Risque simple,09/06/2022,168150.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/08/2016,2155.94
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/11/2019,2153.85
2018,Risques Industriels,MI,Multirisques Immeubles,Incendie,12/03/2017,2153.6
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,06/12/2017,2153.04
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,16/07/2017,2151.27
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,15/01/2019,2257.2
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/04/2022,2151.13
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/04/2023,2150.0
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,24/03/2012,168313.0
2018,Risques Industriels,MH,Multirisques Habitation,Risque simple,23/09/2017,168325.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,19/07/2023,2257.11
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,26/05/2012,168336.04
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,14/11/2022,2257.11
2016,Risques Industriels,MP,Multirisques Professionnelles,Risque simple,17/01/2016,168369.23
2017,Risques Industriels,VM,Vol De Marchandise,Risque simple,09/02/2015,168380.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,09/10/2022,2150.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,13/06/2021,2150.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/12/2015,2149.33
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/04/2014,2148.38
2019,Risques Industriels,MI,Multirisques Immeubles,Incendie,13/10/2017,2147.11
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/01/2013,2146.86
2015,Risques Industriels,MH,Multirisques Habitation,Risque simple,22/03/2015,168473.38
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,26/01/2020,2144.7
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/08/2019,2144.25
2023,Risques Industriels,MI,Multirisques Immeubles,Incendie,09/02/2016,2144.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/05/2008,2143.6
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/10/2013,2143.12
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/04/2015,2142.68
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/05/2016,2142.43
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/11/2013,2142.42
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/02/2013,2142.26
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,22/06/2016,2140.41
2018,Risques Industriels,VM,Vol De Marchandise,Risque simple,13/02/2013,168670.54
2023,Risques Industriels,RP,RC Professionnelle,Responsabilité Civile,25/07/2022,2469.0
2018,Risques Industriels,RG,RC Générale,Responsabilité Civile,08/02/2018,2255.29
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,19/06/2018,2140.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,20/11/2020,2253.23
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,08/08/2017,2140.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/12/2014,2140.0
2015,Risques Industriels,MH,Multirisques Habitation,Risque simple,23/01/2015,2466.4
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/02/2018,2140.0
2020,Risques Industriels,VM,Vol De Marchandise,Risque simple,01/04/2018,168870.68
